http://dev.actmapi.act.gov.au/images/run-sample/d97fd895-179d-4b5a-94fd-d252a0e60ec8.jpg, L
http://dev.actmapi.act.gov.au/images/run-sample/922598f8-ceea-44fb-8e5d-274d99e226e9.jpg, D
http://dev.actmapi.act.gov.au/images/run-sample/daa96ded-3641-4c5d-98bf-08869de9b500.jpg, U
http://dev.actmapi.act.gov.au/images/run-sample/e42d39b6-a533-4afc-b409-98cabcb52f82.jpg, U
http://dev.actmapi.act.gov.au/images/run-sample/7e77f2c8-03df-4ca4-9b4d-d609a3836c44.jpg, D
http://dev.actmapi.act.gov.au/images/run-sample/c1b1c538-dd6f-47e7-8bee-77b1081fc915.jpg, U
http://dev.actmapi.act.gov.au/images/run-sample/5635c46e-47c0-4d8e-9c52-6c1946be7e6a.jpg, R
http://dev.actmapi.act.gov.au/images/run-sample/5ae56949-f59c-4aea-bf95-9a5349d20e58.jpg, U
http://dev.actmapi.act.gov.au/images/run-sample/a05aba6b-e522-4e03-b10c-616c3ada97bc.jpg, D
http://dev.actmapi.act.gov.au/images/run-sample/57523835-d396-45c2-baab-b5ad08412afe.jpg, L
http://dev.actmapi.act.gov.au/images/run-sample/b5fc81fd-4a0c-4677-b251-182d8bb31ee0.jpg, L
http://dev.actmapi.act.gov.au/images/run-sample/41c613ea-a5f1-419e-b02f-1e6f95589847.jpg, R
http://dev.actmapi.act.gov.au/images/run-sample/9995fb6e-b228-49a4-be3d-0cc96fa0b262.jpg, L
http://dev.actmapi.act.gov.au/images/run-sample/06bbef54-e7e9-466a-ba69-07ea12778f09.jpg, R
http://dev.actmapi.act.gov.au/images/run-sample/015f6f32-1320-4913-a3fb-a643811b145b.jpg, L
http://dev.actmapi.act.gov.au/images/run-sample/5593f773-1d8e-4129-8cc9-004ce0594585.jpg, R
http://dev.actmapi.act.gov.au/images/run-sample/d8724de3-0641-4cd9-97ad-91c3a7504cc7.jpg, R
http://dev.actmapi.act.gov.au/images/run-sample/06c546eb-e9bf-4111-a314-ed9cbc4ff544.jpg, R
http://dev.actmapi.act.gov.au/images/run-sample/c3fe5df0-6cc3-40bb-a06a-9326144ca0c8.jpg, R
http://dev.actmapi.act.gov.au/images/run-sample/b13b9e67-3098-4034-9115-e70b44917c64.jpg, L
http://dev.actmapi.act.gov.au/images/run-sample/55dd1ed1-360f-4946-bacd-89a36c77d7dc.jpg, R
http://dev.actmapi.act.gov.au/images/run-sample/848e9015-c469-4c95-9790-cdafd301ce04.jpg, R
http://dev.actmapi.act.gov.au/images/run-sample/43cd1b51-d1b1-46a2-8f7a-8fc1e0886620.jpg, R
http://dev.actmapi.act.gov.au/images/run-sample/9ae1b0f0-5f3c-4786-ac71-5d7e3894f603.jpg, R
http://dev.actmapi.act.gov.au/images/run-sample/d9031c92-4158-4bc7-94c1-b1669fd6dc60.jpg, R
http://dev.actmapi.act.gov.au/images/run-sample/83891921-f958-4afb-bb9d-80b0fafee651.jpg, L
